Наименование сделки,Курс юаня,Курс $,Наименование,Количество заказанных позиций,Цена в юанях,Масса товара,Source File
"Order-1204, Бензопилы",13.6,99.3,421-09-45111,1.0,608.0,2.26,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-09-45120,1.0,760.0,5.0,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-20-32740,6.0,2367.0,0.11,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-20-33020,1.0,10450.0,42.0,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-31120,1.0,13343.2,28.24,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-31261,2.0,104.5,0.06,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-31271,2.0,123.5,0.05,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-31281,2.0,133.0,0.07,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-31291,1.0,142.5,0.2,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-31361,6.0,104.5,0.11,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-31410,1.0,4560.0,3.63,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,D155A 198-50-31251 GASKET,5.0,8111.0,4.8,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,Подогреватель 200-6504 2006504,4.0,8110.0,6.2,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,Наконечник тяги 7E9748 7E9748,80.0,526.0,0.1,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,D155A 198-50-51380 CUP,10.0,799.0,1.04,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,198-50-52231,5.0,9043.0,19.7,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,Картридж 100-4095 1004095,4.0,35648.0,12.2,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,Комплект прокладок 454-9093 4549093,2.0,3911.0,0.3,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,Комплект прокладок 454-9087 4549087,2.0,5673.0,1.9,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,198-71-62271,2.0,1267.0,3.25,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-41570,4.0,567.0,0.15,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,D475A-5 198-72-51380 BUSHING,4.0,12793.0,12.8,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-52850,2.0,950.0,4.55,Лист1(29)
"Order-1204, Бензопилы",13.6,99.3,421-22-52870,2.0,855.0,3.58,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,569-22-72850 БОЛТ С ЦИЛИНДРИЧЕСКОЙ ГОЛОВКОЙ,118.0,1e-15,1e-22,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,2657721581,8.0,57.28,0.4,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,Digital pressure sensor PG2794,1.0,4500.0,0.555,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,2657516379,1.0,9434.93,3.1,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,XT323-4Y,200.0,1259.0,0.14,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,VP3165-125DA,2.0,1320.0,2.0,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,533495 DAPS-0960-090-RS4-F1216 ,2.0,14020.0,41.4,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,527464 SDE5-D10-O-Q6-P-M8 ,3.0,367.0,0.02,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,KT-VP4270,5.0,508.0,0.08,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,8149580 CACN-3A-1-5-G2 ,12.0,1126.0,0.6,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,162733 LFR-1-D-5M-MAXI-A,3.0,1084.0,1.47,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,208-70-31310 GASKET,4.0,13.3,0.2,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,20U-54-24850,6.0,209.0,0.11,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,2A7-04-11260,6.0,88.0,0.5,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,416-03-11170,6.0,95.0,0.1,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,419-22-12581,12.0,76.0,0.07,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,198-12-41330,4.0,788.0,0.14,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,419-46-12480 SEAL KIT,3.0,1618.8,0.05,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,421-09-11310 SEAL KIT,28.0,12.0,0.1,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,421-09-11320 SEAL KIT,24.0,12.0,0.05,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,421-09-11330 SEAL KIT,6.0,12.0,0.46,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,421-09-42250,4.0,437.0,1.43,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,426-848-1150,1.0,2244.0,1.37,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,198-50-31270,5.0,1045.0,2.3,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,Шланг 233-4242 2334242,20.0,694.0,3.1,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,Шланг 233-4241 2334241,20.0,449.0,1.2,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,D155A 198-50-51161,6.0,18749.0,15.0,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,01010-61860,4.0,9.5,0.14,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,Шланг 293-5523 2935523,4.0,452.0,0.6,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,04070-00200 CUP,2.0,228.0,0.2,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,198-54-61822 ENGINE RUBBER,2.0,12234.0,12.6,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,Уплотнение 135-2651 1352651,480.0,157.0,0.1,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,прокладка 7N4927 7N4927,15.0,65.0,0.1,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,Уплотнение 153-1810 1531810,10.0,244.0,0.3,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,198-71-62131,2.0,2361.0,3.2,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,198-71-62181,6.0,2565.0,6.8,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,421-22-41240,1.0,855.0,0.9,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,421-22-41860,2.0,380.0,2.42,Лист1(29)
"Order-1187, FECB-15555",13.6,99.3,Подшипник 133-5253 1335253,12.0,307.0,0.1,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,PF3W520-F03-1T,19.0,1185.0,0.41,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Power supply NDR-240-24 10A Mean Well,2.0,230.0,1.17,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,8625 PEN-M5 ,1.0,543.0,0.24,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Contrast sensor 1062199 KTM-WP11181P,2.0,450.0,0.055,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,3RG6013-3AF00-PF аналог,1.0,1020.0,0.3,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,(E)IFW510-04-00 снято с производства ,100.0,1e-14,1e-18,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Барьер искрозащиты Pepperl+Fuchs HiD 2022,8.0,3360.0,0.156,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,KT-VP4250,5.0,186.0,0.03,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,AF60- F10-А,100.0,325.0,0.98,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,SMC VF3130K-5YOD1-02F,1.0,1e-05,1e-07,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,426-70-31970,2.0,3090.0,196.0,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,421-22-31530,2.0,9783.8,0.46,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,426-N42-3820,1.0,4128.0,3.72,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,D155A 198-50-51120 PIN,3.0,14991.0,76.7,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,D475A-5 198-50-51131 BUSHING,6.0,10634.0,9.4,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,426-N42-3930 DUST SEAL,2.0,758.0,0.11,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,421-22-32250,2.0,76.0,0.6,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,198-50-52171,3.0,7856.0,48.1,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,421-22-32460,2.0,855.0,0.9,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Трубка 2W-7963 2W7963,4.0,1267.0,0.7,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Трубка 2W-7964 2W7964,4.0,1215.0,0.6,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Трубка 2W-7977 2W7977,4.0,806.0,0.4,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,"09280-10130 LIMITER ASS'Y,FUEL PRESSURE",1.0,781.0,0.06,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Комплект прокладок 559-1351 5591351,8.0,4073.0,0.7,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Комплект прокладок 465-1411 4651411,8.0,3137.0,0.7,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Кольцо уплотнительное 125-1372 1251372,480.0,51.0,0.1,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,198-71-31380,2.0,36089.0,114.76,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,198-71-51340,4.0,12360.0,5.6,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,198-71-51390,4.0,24976.0,50.0,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,Комплект прокладок 566-4735 5664735,30.0,2297.0,0.9,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,421-22-41200,1.0,51300.0,56.6,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,421-22-41220,1.0,9540.7,5.74,Лист1(29)
"Order-1057, заявка 06.10 SMC датчик расхода воды",13.6,99.3,198-78-21130,4.0,4752.0,11.1,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,4462949,1.0,19898.0,13.0,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,8078864 DGST-20-30-E1A ,1.0,1261.0,0.994,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,10773 PEV-1/4-B ,1.0,233.0,0.194,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,3RG6114-3BF00-PF аналог,1.0,1020.0,0.4,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,KT-VP4150,5.0,260.0,0.12,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,FNVB-14XO,100.0,1331.0,2.44,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,NCB5-18GM40-N0-10M,2.0,78.0,0.3,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,AR60- F10-B,100.0,515.0,1.22,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,2657325664,2.0,2639.0,0.2,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,419-22-12870,20.0,47.5,0.46,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,421-22-31540,4.0,4202.0,1.15,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,426-N42-3851 GASKET,4.0,617.0,0.4,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,426-N42-3861,8.0,490.0,0.2,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,421-22-31810,1.0,1330.0,6.8,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,Стержень 6V-9163 6V9163,80.0,271.0,0.1,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,01641-21223,8.0,3.8,0.01,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,D475A-5 198-50-61150 SHAFT,6.0,10329.0,37.0,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,D155A 198-50-61330 PIPE,2.0,619.0,0.15,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,D155A 198-50-61340 PIPE,2.0,619.0,0.15,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,421-22-32511,6.0,494.0,1.82,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,198-54-61832,2.0,11545.0,12.3,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,198-61-61150,4.0,3364.0,7.72,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,198-71-00340,4.0,3966.0,4.1,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,421-22-32570,6.0,43.7,0.02,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,421-22-32630,2.0,15400.0,36.0,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,421-22-32781,2.0,5700.0,10.77,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,198-71-62121,2.0,2038.0,1.37,Лист1(29)
Интертрактор 27.09.2023,13.6,99.3,421-33-31242,6.0,722.0,3.34,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,MEBH-4/2-QS-4 -SA,4.0,600.0,0.15,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,"CHDSGLA50-165A-A, циркуляционный насос",2.0,2514.0,8.2,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,ISE20C-S-02W,100.0,860.0,0.09,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,KFD2-STC4-Ex2,11.0,384.0,0.2,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,NCB10-30GM40-N0-15M,4.0,90.0,0.3,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,2652192556,2.0,5363.33,0.6,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,421-22-31761,1.0,1604.4,0.2,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,421-22-31771,1.0,532.0,0.2,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,D155A 198-50-51170 GASKET,12.0,1281.0,0.9,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,421-22-32330,2.0,3230.0,1.92,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,07000-15140 O-RING,2.0,9.5,0.02,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,07049-01620,6.0,3.8,0.01,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,07260-25820,1.0,152.0,0.35,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,09281-00041,1.0,73.0,0.01,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,09282-00022,1.0,86.0,0.12,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,421-22-32550,2.0,238.5,0.06,Лист1(29)
"Order-1182, заказ 408 от 17.10",14.15,99.0,421-22-32810,12.0,285.0,0.95,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Датчик температуры 297-4659 2974659,4.0,3834.0,0.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Барьер искрозащиты Pepperl+Fuchs KFD2-STC4-Ex1.2O,1.0,700.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Панель терминальная Pepperl+Fuchs MB-C3-AI16-KS-131961,3.0,1e-07,1e-13,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Барьер искрозащиты Pepperl+Fuchs Elcon HiD 2038Y,8.0,1e-15,1e-17,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,HiD 2082,6.0,3360.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,KT-VP4170,5.0,550.0,0.08,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,IP8101-032,100.0,8112.0,2.6,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,KFD2-STC4-Ex1.2O,22.0,552.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,150415 SIEN-M12NB-PO-S-L ,20.0,110.0,0.025,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,AirCom B3000-06G,2.0,1e-05,1e-07,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,150293 DZH-25-360-PPV-A,2.0,1131.0,0.35,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,548713 MS6-SV-1/2-E-10V24-SO-AG-MP1,2.0,4846.0,2.21,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,575610 VUVS-L30-B52-ZD-G38-F8,3.0,277.0,0.464,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2070407 ADN-50-80-P-A-SA,1.0,1e-05,1e-07,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,188117 ADVC-16-25-I-P,5.0,145.0,0.068,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,427-70-11250,4.0,285.0,0.17,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,421-22-32470,6.0,28.5,0.01,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,421-22-32480,4.0,28.5,0.01,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,421-22-32490,6.0,34.2,0.01,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,421-22-32530,6.0,3800.0,5.45,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,421-22-32543,2.0,10450.0,20.42,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Подшипник 149-6031 1496031,27.0,1486.0,1.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Прокладка 7E4127 7E4127,64.0,110.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Фильтр топливный тонкой очистки 1R-0749 1R0749,140.0,60.0,1.0,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Фильтр системы смазки двигателя 1R-0726 1R0726,1698.0,80.0,1.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Фильтр тонкой очистки топлива 1R-0756 1R0756,1906.0,55.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Подшипник скольжения регулятора 4P3937 4P3937,12.0,170.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Разъем штекерный 155-2270 1552270,64.0,38.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Термостат 248-5513 2485513,40.0,486.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Термостат 247-7133 2477133,40.0,489.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Маслоохладитель p/n 4W5405 4W5405,2.0,48609.0,47.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Заслонка 7E-1561 Саterpillar 7E1561,6.0,1466.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Фильтр масляный основной 1R-0716 1R0716,140.0,80.0,1.9,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1D4566,1.0,22.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1F7960,1.0,16.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,4N2372,1.0,1908.0,1.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5R1771,1.0,48.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,4B4550,1.0,17.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5S-2106,1.0,92.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,8H-9789,1.0,303.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7N8828,1.0,6825.0,9.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,7N8827,1.0,2126.0,3.0,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5S7264,1.0,201.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1H5403,1.0,5.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1B5174,1.0,83.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6N6598,1.0,4071.0,5.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,3L1425,1.0,419.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,9F4446,1.0,45.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6N6656,1.0,927.0,0.8,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,0L2070,1.0,9.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2P2243,1.0,334.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,6N7688,1.0,4765.0,5.9,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,5S9062,1.0,221.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2P9084,1.0,109.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1D4719,1.0,4.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1A2029,1.0,4.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,9N5120,1.0,217.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,2D4867,1.0,18.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Помпа 145-8855 1458855,3.0,1992.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1375541,2.0,1194.0,0.4,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,1P0436,2.0,13.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Сальник задний 142-5868 1425868,6.0,876.0,0.01,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Сальник передний 142-5867 1425867,6.0,876.0,0.01,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Прокладка 129-9452 1299452,12.0,45.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Радиатор 142-1928 1421928,2.0,21945.0,155.7,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Траверса клапана 101-1818 1011818,18.0,563.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Пружина 305-6843 3056843,18.0,81.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Гайка винта траверсы 9L-7712 9L7712,18.0,2.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Винт регулировочный 336-6781 3366781,18.0,131.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Прокладка масляного поддона 188-0210 1880210,6.0,201.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Прокладка головки блока цилиндров 6I-3066 6I3066,4.0,1112.0,0.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Сальник 359-1439 3591439,60.0,33.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Клапан впускной 115-2368 1152368,24.0,467.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Клапан выпускной 115-2367 1152367,24.0,463.0,0.4,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Кольцо уплотнительное 3S-5496 3S5496,8.0,19.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Проставка головки блока цилиндров 6I-2981 6I2981,6.0,6072.0,0.1,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Вентилятор 142-1931 1421931,4.0,11317.0,12.5,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Ремень 419-8702 4198702,6.0,120.0,0.2,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Форсунка 7W-7037 7W7037,6.0,1750.0,0.3,Лист1(29)
"Order-1174, Ваулина Мария 17.10.2023 АС2009--8",13.4,97.9,Набор ремней 4 предм. 6N-6656 6N6656,27.0,927.0,0.8,Лист1(29)
